card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active
yes,0,,4.7,,948.3625,yes,no,0,6,1,19
yes,0,,2.5,0.0637624,132.5883,yes,no,0,14,1,13
yes,0,48.25,5.0,0.0219424,91.17667,no,no,3,7,1,0
yes,0,,3.5,,146.4275,yes,no,2,17,1,11
yes,0,,2.45,0.05493143,111.8183,no,no,0,6,1,11
no,0,,9.9999,,0.0,no,no,2,8,0,0
yes,0,30.58333,3.2,,396.2717,yes,no,2,12,0,7
yes,0,,,,19.59,no,no,2,3,1,0
yes,0,49.16667,3.1144,,21.465,yes,no,1,154,0,6
no,2,,2.25,,0.0,no,no,1,84,1,3
yes,1,48.66667,,0.1770172,885.0858,yes,no,3,114,1,19
no,11,,1.68,,0.0,no,no,2,2,1,8
yes,0,,2.4,0.0152699999999999,29.956670000000003,no,no,1,18,1,8
yes,0,,3.2,0.01023563,26.87833,no,no,1,16,1,2
yes,0,,,0.07896433,394.5717,yes,no,0,42,1,5
yes,0,,,0.6214691,906.3092,no,no,0,2,1,0
no,0,36.0,4.5,0.0002666667,0.0,yes,no,2,228,1,0
yes,0,39.58333,2.5,0.1922148,400.4475,no,no,0,12,1,4
yes,0,31.58333,2.55,0.1429055,303.6742,no,no,1,60,1,7
yes,0,33.08333,3.26,,143.0158,no,no,0,37,1,18
yes,1,,3.6,,146.4417,no,no,0,30,1,20
no,0,35.41667,2.78,0.0004316547,0.0,no,no,0,6,1,0
yes,0,58.08333,,,97.18417,yes,yes,1,132,1,12
yes,0,38.75,,0.01478031,38.9975,yes,no,2,24,1,19
no,0,,1.6,,0.0,yes,no,1,30,0,0
no,0,,1.636,,0.0,no,no,1,13,1,0
yes,0,30.08333,2.7,0.01248148,27.41667,no,no,2,1,1,8
yes,0,34.08333,3.5,,179.7167,yes,no,0,24,0,10
yes,1,39.08333,3.4224,,82.65916,yes,no,0,41,1,12
yes,0,38.41667,6.5,,157.8442,yes,no,3,60,1,9
yes,0,20.5,,0.038431,63.55167,no,no,0,111,1,6
yes,0,,3.58,0.0519919,154.8592,yes,no,2,123,1,7
yes,0,25.91667,2.5,0.02125,44.02083,no,no,0,25,1,10
yes,1,,2.0,0.2548275,424.6292,yes,no,1,121,1,10
yes,0,30.58333,,0.002627389,4.5833330000000005,no,yes,3,36,0,4
no,0,,2.3004,,0.0,no,yes,0,46,1,3
no,0,,,,0.0,no,no,1,36,0,4
no,1,,2.18,0.0005504587,0.0,no,yes,0,13,1,1
yes,0,,4.566,,7.333333,yes,no,0,94,1,19
no,5,23.91667,3.192,0.0003759399,0.0,no,no,3,12,1,5
yes,0,40.58333,4.6,0.02651261,101.2983,yes,no,2,1,1,2
yes,0,32.83333,3.7,,26.99667,no,yes,0,60,1,7
yes,0,48.25,3.7,,344.1575,yes,no,2,2,1,0
